male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
8,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
5,8,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
11,10,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
6,7,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0
6,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5,7,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
