male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
192920,193381,128,108,22,23,17,17,0,0,5731,5528,9,4,0,1,0,0,0,0
194891,193184,362,381,95,110,71,83,0,0,24982,24402,15,11,3,2,0,0,0,0
181006,176390,362,357,121,122,93,94,0,0,45254,44708,8,5,1,10,0,0,0,0
160241,158049,284,291,83,109,57,78,0,0,56668,56263,8,9,7,8,0,0,0,0
143269,139946,259,236,95,94,76,67,0,0,62961,61520,2,4,6,6,0,0,0,0
127099,124249,180,193,71,76,54,59,0,0,64325,63210,3,4,8,9,0,0,0,0
113034,110490,181,181,107,115,100,106,0,0,62261,60884,3,0,5,3,9,6,0,0
99933,97794,197,191,128,106,117,94,0,0,58949,57616,2,4,5,2,15,13,0,0
87615,87061,290,248,152,122,128,110,0,0,54732,54269,2,0,2,1,16,12,0,0
76347,76218,316,250,166,111,140,97,0,0,50239,50238,0,1,4,1,23,23,0,0
64820,66459,327,295,146,149,122,136,0,0,43948,45183,1,0,1,3,26,25,0,0
53096,55769,282,258,160,139,133,125,0,0,36721,38716,2,0,0,2,20,24,0,0
41149,45525,260,292,106,100,87,87,0,0,29043,32069,2,0,1,0,21,17,0,0
29841,34463,226,274,98,81,78,68,0,0,21148,24482,0,1,0,2,16,12,0,0
19774,23788,133,184,59,57,48,50,0,0,14282,17065,0,0,1,1,7,9,0,0
11319,14535,84,105,36,34,31,28,0,0,8214,10624,0,0,1,1,7,5,0,0
5407,7773,36,68,20,23,17,20,0,0,3935,5649,0,0,0,0,3,7,0,0
2319,3554,12,24,9,4,9,3,0,0,1731,2632,0,0,0,1,0,1,0,0
724,1198,4,12,3,4,2,3,0,0,527,888,0,0,0,0,0,0,0,0
133,213,0,4,0,1,0,0,0,0,98,159,0,0,0,0,0,0,0,0
