,0.5,1.0,2.0
1.0,3500.031674429587,3458.4250432294516,3544.415246450235
5.0,3589.245414729554,3803.207068621652,3872.3254796192173
20.0,3810.6230302024096,3453.7746071236193,3580.692044422326
