,0.5,1.0,2.0
1.0,3772.388759336827,3450.378507703087,3623.930296730526
5.0,3753.4414962910273,3739.4849588451757,3555.5925328948556
20.0,4051.8925404225615,3439.699860701807,3661.35888717199
