,0.5,1.0,2.0
1.0,3250.552613683039,3431.360638630662,3464.1662114841524
5.0,2948.25736517938,3556.7146269333684,3571.5908583661635
20.0,3264.761555231133,3184.6988979225043,3555.147169614608
