,0.5,1.0,2.0
1.0,3102.4732162038936,3377.1715840715465,3456.2093269749876
5.0,3472.0841093645977,3352.362486048284,3195.9263709125526
20.0,3308.203793535594,3223.20895947874,3445.2414640584866
