undiscounted costs incl burninTime
26511.9
26644.3
27043.1
26501.9
26700.3
26905.5
26614
27601
26983.4
27184.6
26964.3
27580.7
27760.1
27513.8
27273.5
28133.4
27297
27326
27594.2
27753.3
27899.3
27741.5
28150.3
27665.1
27938.1
27798.3
28034.4
28374
28389.3
28468.5
28445.6
28402.1
28528.3
28835.2
28745
28494.4
28543.6
28505.7
29026.6
28647.5
28576.3
28825.6
28821.5
29296.8
29023.9
29179.8
29343.3
29090
28867.9
29085.9
29314.8
29131.9
29391.1
29492.9
29862.9
29754.8
29717.8
30160.8
30047.1
29967.5
30037.3
29987
29837.3
29844.4
30209.5
29721.9
29926.5
30078.2
30152.5
29996.6
30455.3
30405.4
30684.4
30971.3
30971.3
31072.8
31225.5
31190.9
31116.8
31387.2
31133.4
30997.4
30903.2
31211.4
31478.6
31331.4
31338
31363.3
31807
31912.3
31815.4
31949.5
32018.9
32241.2
32530.6
32334.9
32180.1
32206.1
32173.7
32350.4
32260.9
32407
32369.7
32562.3
32603.6
32622.2
32639.1
32442.9
32713.4
32746.5
32785.9
32953
32873.2
33151.5
33169.8
33141.2
33478.9
33384
33524.5
33423.6
33591.5
33515.8
33426
33425
33559.5
33659.6
33536.1
33749.3
33830
33819.3
33825.7
33930.6
34229.5
34333.8
34207.6
34533.4
34450.3
34547
34623.7
34849.8
34963.5
34724.7
34971.1
35162.9
35033.7
35239.3
34980.2
34932.6
35001.4
35067.2
35029.4
35205.3
35213.1
35193.3
35365.3
35685.5
35950
35671.3
35618.1
35823.8
36079.8
36227.8
36191.6
36379.5
36783.9
36696.9
36555.1
36792.4
36873.9
36813.4
36824.1
37002.8
37129.2
36904
36727
36990.3
37168.4
36927.4
36960.8
36989.4
37079.3
37177.3
37064.9
37249.3
37805.5
37779.6
37981.9
38064.4
37609.1
37591.3
37710.5
38117.4
38209.4
38291.2
38504.8
38517
38517
38642.7
38500.7
38308.2
38540.6
38548.7
38535.2
38869.2
39202.1
39354.6
39361.1
39280.5
39615
39486.9
39535
39534.8
39616.3
39473.7
39829.1
39878.8
39837.1
40120.1
40192.3
40146.5
40230.3
40431.2
40409.3
40542.3
40718.2
40708.3
40694.9
40893.4
40701.8
41029.2
41199.5
41318.7
41501
41412.1
41432
41491.1
41368.7
41434.3
41285.9
41356.8
41324.9
41455.1
41714.6
41502.6
41605.5
41568.1
41737.7
41875.3
41878.1
42171.8
42111.6
42342.9
42230.3
42276.8
42349.2
42377.2
42391.2
42618.4
42737.1
42959.7
43174.8
43229.3
43124.6
43342.6
43337.2
43339.9
43074.5
43350.1
43422.7
43606.3
43790.1
44134.4
44249.1
44218.4
44532.2
44538.7
44751
44869.6
44894
44982.6
44919.3
45016.8
45063.1
44573.1
44566
44763.7
44884.3
44744.6
44878.7
44873.9
45058.5
45414.1
45489.5
45842
46011.8
45675.9
45583.4
45816.7
45856.7
45987.8
46110.4
46260.9
46152
46331.5
46327.8
46586.6
46393.1
46329.6
46269.1
46458.3
46671.1
46587.2
46760.6
46955.8
46575.6
46777.7
47019.5
47078.5
47098
47234.3
47268.6
47236.2
46977.1
46789.5
46940
47398.6
47579.7
47504.4
47544.4
47548
47238.6
47168.8
47359.7
47465.8
47500
47957.8
47970.1
48254.7
48117.1
48472.1
48673.1
48778.5
48790.5
49115.8
49179.8
49111
49012.1
48973.6
49350.1
49369.2
49157.5
49546.3
49467.5
49698.9
49645.5
49769.8
49791.9
49591
49505.9
49596.2
49476.7
49515.1
49592
49572.3
49734.4
49611.8
49878.8
50062.1
50248.6
50189.1
50156.1
50156.8
50135.9
50212.4
50161.4
50559
51079.6
50986.9
50945.5
51163.9
51224.7
51814.4
51496.5
51557.3
51677.1
51558.7
51617.5
51739.9
51519.8
51581.8
51459.2
51787.3
51490
51446.5
51413.8
51183.3
51520.4
51328
51717.6
51926.3
51814.4
51784
52043.8
51971.8
51890
51883.6
51961.6
52023.4
52120.9
52150.6
52114
52003.6
52099.4
52407.8
52397.2
52497.8
52356.7
52680.5
52654.6
52694.5
52979.6
53038.8
52994.8
53305.3
53500.5
53694.4
53509.9
53837.3
53979
53835.4
53746.9
53866.8
54070.5
53875.5
53810.9
54006.4
53888.6
54109.8
54248
54347.3
54494.3
54667.3
54858.4
55178.8
55195.3
55372.8
55294.2
55409.7
55645.3
55512.8
55556.1
55906.7
55709.9
55680.5
55544.6
55766.8
55808.7
55792.3
55851.2
56066.2
55956.8
56012.5
56116.8
56173.1
56411.1
56497.5
56615.6
56569.9
56542.4
56785.4
57075
56958.4
56949.9
56956.6
57166.3
57307.9
57113.1
56948.7
57067
57157.9
57228.3
57342.8
57345.6
57259.1
57494.4
57473.2
57608.8
57531
57782.2
57992.9
58056.9
58419.8
58797.6
58749.9
58747.3
58614.2
58705.7
58879.8
58742.6
58633.5
58741.4
58757.3
59002.3
59065.9
59078.3
