male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
19333,19072,13,13,1,1,1,1,0,0,509,497,0,0,0,0,0,0,0,0
19450,19366,28,27,15,19,14,15,2,0,2182,2275,0,3,1,0,0,0,0,0
18027,17765,22,25,10,12,10,9,2,2,4338,4131,0,0,1,2,0,0,0,0
15914,16032,20,13,12,9,9,8,0,2,5321,5365,0,0,1,0,0,0,0,0
14540,13825,39,29,11,1,8,1,3,0,6049,5722,0,0,0,1,0,0,0,0
12592,12407,11,19,5,3,5,2,1,1,6074,6054,0,1,1,4,0,0,0,0
11427,11024,25,32,9,13,7,11,2,0,6172,5925,0,0,1,1,1,1,0,0
10094,9829,13,16,9,8,8,8,1,0,5791,5751,0,0,0,0,0,3,0,0
8744,8689,34,29,20,15,17,12,0,1,5366,5359,0,0,0,0,1,5,0,0
7636,7701,34,29,13,9,12,7,2,1,4998,4922,0,0,0,1,1,1,0,0
6680,6639,22,17,17,15,15,15,0,0,4431,4444,0,0,0,0,2,1,0,0
5204,5837,20,27,8,11,7,11,1,0,3594,4033,0,0,0,0,1,3,0,0
4133,4508,20,31,11,19,10,18,0,1,2876,3144,0,0,0,0,1,1,0,0
2925,3447,22,31,5,11,2,9,1,2,2094,2443,0,0,0,0,2,4,0,0
1972,2414,9,22,3,5,3,5,0,0,1432,1726,0,0,0,0,0,4,0,0
1128,1453,6,9,3,4,3,4,0,0,813,1040,0,0,0,0,0,0,0,0
549,759,0,6,0,3,0,3,0,0,393,556,0,0,0,0,0,0,0,0
236,358,1,1,1,1,1,1,0,0,174,264,0,0,0,0,0,0,0,0
75,96,0,1,0,1,0,1,0,0,56,71,0,0,0,0,0,0,0,0
16,23,1,0,1,0,1,0,0,0,13,18,0,0,0,0,0,0,0,0
