round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 2065.139569148548, 2057.9551275013023, 2291.420188177384, 2220.1826264179244, 
1, 2059.773049147469, 2044.0493138408694, 2305.3515676545026, 2246.4478324130037, 
2, 2059.761874130209, 2075.3404853025263, 2282.191190288378, 2233.5762197501926, 
3, 2061.851285113409, 2057.864351534018, 2298.652305083944, 2237.928259042026, 
4, 2055.0520726448417, 2062.921876857107, 2326.528506647659, 2217.8520462624683, 
5, 2080.5642179028664, 2076.9985056199926, 2279.1600908141127, 2189.546808100116, 
6, 2083.5330522181075, 2048.1518824152345, 2291.0352215470652, 2195.0608219650785, 
7, 2088.251483777446, 2079.3833771067634, 2344.0738898380523, 2248.1919111678567, 
8, 2094.1716861865043, 2097.0969230567075, 2353.2976392102846, 2262.6980703152044, 
9, 2070.349500305572, 2061.274443026954, 2325.1375899487934, 2176.730605527891, 
