GPUCB, count, 0,16.34558416164164,9.837720348771843,8.941732835407874,7.0169726756472866,6.195852268213868,4.158572491361079,3.7016887222676416,3.4753599445581567,3.462275296786027,2.8964503712760417,2.536720865112454,2.1391030947637706,2.1151021119967894,1.6992119853721763,1.890795543225483,1.8829242950726517,1.7524142231446833,1.5016128348257385,1.3789320601440647,1.306797346064617,1.2418098201165444,1.086335321455274,1.1824151966093681,1.0994999647713541,1.1103307371419855,1.0623707272422849,1.1967829073210718,1.0479292908516213,0.9211804554315325,0.932357715717812,0.853230511925773,0.8027717431709657,0.8398609213433325,0.7954351890032754,0.7698192196088885,0.7944274641820709,0.7690846388834852,0.7819880373861109,0.6790650294121499,0.6141198510020813,0.7335737503755891,0.6973287930668743,0.6536312346791441,0.647219485181628,0.6263859503098532,0.760342221815386,0.5352445607688662,0.5018269538597302,0.6432348907864179,0.6040843309778369
decomposed GPUCB, count, 0,16.339416769829782,9.835245206795424,8.94009615545963,7.013743949738278,6.191078934399155,4.1557600492832085,3.6969102612812614,3.4729075557231837,3.4580503796225233,2.890734582596035,2.5317574510146876,2.135378218747025,2.109722469379121,1.6947425374487908,1.8818774924305584,1.8714767749547787,1.744814248857931,1.4962159434519346,1.3684578503236977,1.2958748907836903,1.2302112293860272,1.0784096732764015,1.1680212315097867,1.0907115681699218,1.1009365125213257,1.0507976390226983,1.1839490699673152,1.036665620866677,0.9110242006705755,0.9245985505372016,0.8412589266146404,0.7939368162906048,0.8295641995259484,0.7849613649189273,0.7597035410441427,0.7836176882907682,0.7570023851906106,0.7722164069051988,0.6694405854130898,0.6026376873539194,0.7228945594847127,0.6863143658509525,0.6434354330041201,0.6370460862201828,0.615149069443951,0.7479473285499917,0.5274645370111191,0.4943945123984202,0.6324193484740145,0.5935006945583701
improvement ratio, count, 0,1.0003774548320015,1.000251660423749,1.0001830718506586,1.0004603427117023,1.000771001931213,1.000676757571303,1.0012925553093421,1.0007061486076505,1.0012217627563786,1.0019772789637689,1.001960461929628,1.0017443635905077,1.0025499290526358,1.0026372430175228,1.0047389114492284,1.0061168379277106,1.0043557497835238,1.0036070270454094,1.0076540244318737,1.0084286340900712,1.0094281294573337,1.0073493852802646,1.0123233762463169,1.0080574891271927,1.0085329394690938,1.011013622214026,1.0108398559357887,1.0108652874738218,1.0111481723026472,1.0083919287739551,1.014230559620102,1.0111279974666487,1.0124122060996221,1.0133431077661126,1.0133152973735555,1.0137947063380883,1.0159606547208333,1.0126540052678674,1.0143768456959046,1.0190531788653614,1.0147728195637393,1.016048661901846,1.0158458815788571,1.0159696436121404,1.0182669232939905,1.0165718798533898,1.014749851813418,1.0150334222466457,1.0171018523365876,1.017832559450233
GPUCB, count, 1,14.707262156930499,9.441925186134794,9.994994629431538,6.018096007906665,5.378585905778158,4.736754681544068,4.225062744747405,3.631635417313628,3.3648836964802147,2.4278625909739477,2.308790205173047,2.0935721841872263,2.077480524515882,2.1144277639069586,1.750646880329908,1.5084054935460476,1.5624502559066031,1.2545567051812718,1.2012807998753217,1.2797552929998124,1.2415284015404704,1.2225367407141967,0.9212574552186081,0.8982194581255045,0.9919003466568962,0.9326998373961313,0.9222678539519381,1.0750099282109673,0.753811394898378,0.7815704146727018,0.8224514342025382,0.7331169891853303,0.6963020414855131,0.7559468041374564,0.7334802445657529,0.8174797408600817,0.7372709749014001,0.6773075553834139,0.6516466518392822,0.6617966023962448,0.553782540945971,0.6754869186892907,0.46107786623205216,0.6352270572906341,0.604142319593333,0.5275656452965883,0.5412806393675292,0.5361012039089816,0.5783233471733268,0.5464053290321511
decomposed GPUCB, count, 1,14.661804081464956,9.42905350907174,9.935806435023341,5.984061870239925,5.351817930825716,4.675390256022388,4.159786229700967,3.586163783009917,3.330488829176127,2.4056127810109875,2.265014649247922,2.0657155120613733,2.047348346334826,2.060684885603464,1.7030467322769343,1.4554296883041749,1.5337879241632182,1.2191120880461137,1.1570031353667773,1.2406396133219477,1.202672373292218,1.1762335614842963,0.8935454321478816,0.8680397842229156,0.9553037261210217,0.9007006893141156,0.8903178306623151,1.0314969967386176,0.7322653458424091,0.7555444009497255,0.7934622861359355,0.7069831951526812,0.6675214632971554,0.7249696366638034,0.6998064171813103,0.7841237131945359,0.7082602696669421,0.6508178837564378,0.6225791276259863,0.6313661960154265,0.531534613919763,0.6441499665951719,0.44051164868129067,0.6053929171336231,0.5722293570231085,0.5036958883016982,0.5167157303608546,0.5101044788626989,0.550256112188885,0.5215245142256179
improvement ratio, count, 1,1.00310044215657,1.0013651080726895,1.0059570599322025,1.0056874642015317,1.0050016602392737,1.0131249846882056,1.0156922763435203,1.0126797427711307,1.0103272729825057,1.0092491236073369,1.0193268312589767,1.0134852412944584,1.0147176606438266,1.0260801050558277,1.0279499952354998,1.0363987389205993,1.0186872847880988,1.029074124916574,1.0382692692483568,1.0315286399513943,1.03230807417808,1.0393656334473829,1.0310135579834068,1.0347676160138286,1.0383088849495792,1.035526949697777,1.0358860871806366,1.0421842541567534,1.0294238272755922,1.034446703185493,1.0365350043387396,1.0369652266303235,1.0431155846977547,1.0427289170567267,1.048118774789283,1.0425392410716068,1.0409605147668388,1.040702126183259,1.0466888832655472,1.0481977124731505,1.0418560267639811,1.0486485348431496,1.046687113978321,1.0492806230675242,1.0557695304837982,1.0473892234367275,1.0475404706365712,1.0509635302639246,1.0510075842189048,1.0477078528963828
GPUCB, count, 2,17.915975869176343,14.63190941765394,15.796554691723843,8.559043668168735,5.675563762472661,5.568314430782903,4.286629280771989,3.4674337150618046,3.312776574139609,3.232167298475476,2.45497045201595,2.113312533472342,2.203700433216434,1.6969325420401136,2.071410556409248,1.6522512245967895,1.5459555634452482,1.532528609760434,1.2927604443540832,1.2485291123446614,1.227945229277657,1.239786388039956,1.1139862455830483,1.0424246047043533,1.113492997767795,0.7787006638280711,0.8604894320676144,0.8479702485231898,0.9720587519185739,0.8929318970207025,0.812846340793823,0.8005831981439524,0.6651192116641693,0.7142582751945518,0.601855234850788,0.7361126092944869,0.7285135818690207,0.801967462820365,0.7297301080563634,0.6653315158823128,0.6527475265548219,0.6889221149978935,0.725935109910502,0.5831647699399336,0.5461405266626713,0.5869744837346221,0.763703981927647,0.5499280063098909,0.5833670055806499,0.5282396694278729
decomposed GPUCB, count, 2,17.899457815318474,14.619478378169767,15.773159180508314,8.534528355979644,5.58166027152478,5.5008651481935535,4.239602346668393,3.4205770609863313,3.2635663979601035,3.153500072289873,2.4098339811769702,2.053180687384497,2.109543991234726,1.6393649776298223,1.953243887305218,1.5526134588907714,1.437387030303793,1.4529976279443209,1.2203081980993544,1.1854986297465724,1.1614279628288797,1.1796969440773282,1.0501442207134426,0.9948451038442528,1.0457345813965961,0.748214834984458,0.8198475113244503,0.8087857189407074,0.9161589055894884,0.8428077065871094,0.7753935798379803,0.7579717819714402,0.6370810077546398,0.682282144044862,0.5711464993744462,0.6842396675916301,0.6837169413195066,0.7488171138398176,0.6843271840572811,0.6266639991426989,0.6198296586945246,0.6375032882156262,0.6772374669378407,0.5452375323357778,0.5155831567414442,0.5453848378714301,0.7055805524414442,0.5181693931950134,0.5505647029587182,0.4956938668881661
improvement ratio, count, 2,1.00092282425693,1.0008503066362981,1.0014832482794214,1.0028724858793063,1.0168235769251197,1.0122615771832726,1.011092298347403,1.0136984646859446,1.0150786502184435,1.0249460042436211,1.0187301163447513,1.0292871672022423,1.0446335522619739,1.0351157705549632,1.060497652071016,1.0641742251656134,1.0755318719680593,1.0547357960443695,1.0593720884343596,1.053167908436607,1.0572719691428487,1.0509363394253983,1.060793578263215,1.0478260391253322,1.064795042237875,1.0407447532689544,1.0495725365775737,1.0484485923339542,1.0610154482896366,1.0594728667545859,1.04830161343826,1.0562176814309399,1.0440104218588289,1.046866434112025,1.053766827792827,1.0758110705353254,1.0655192782894352,1.0709790788674696,1.0663468075751348,1.0617037468125066,1.053107926344842,1.0806565671624828,1.071906303697062,1.069560944276299,1.0592675876270938,1.0762574295712204,1.0823767453412434,1.0612900212400718,1.0595793781287706,1.0656570611696705
GPUCB, count, 3,21.659735205441137,14.170535404371382,10.497954369326095,8.571896582048431,6.611654001995187,7.058310414696585,4.751921695604171,4.625316138557631,3.427824707129268,3.257031562409551,3.182611413827026,3.266664249115842,3.105161983863598,2.716626037189321,2.23306965872472,2.014948367752656,1.860062428917339,1.7011652813957423,1.7144442881658548,1.5824187386846156,1.5466304795511796,1.170667854563118,1.2421874443668288,1.186581559686089,1.2382440165732176,1.2170025574831589,1.247775544180433,1.163106186767352,1.1795629408667627,0.8967382007985606,1.0517766352807358,1.1533553021009857,0.9525845178378253,1.0630675186210505,0.8552018893911261,1.209089677331031,0.8662756542433558,0.8778137294501428,0.8135223592122864,0.7350844645300814,0.8815286255089096,0.6165404066339153,0.7392172548607948,0.6798645064243439,0.6933880390437873,0.7715613413894684,0.6516628344830834,0.8630700426231757,0.5496118352570577,0.6313980275354087
