male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
19352,18956,34,31,0,3,0,3,1,0,1439,1355,5,3,1,1,0,0,0,0
17197,17026,100,78,4,2,2,2,4,0,3807,3651,6,0,0,0,0,0,0,0
15258,15203,89,76,11,5,9,4,3,1,5008,4945,1,0,2,0,0,0,0,0
13697,13521,64,67,2,4,2,3,4,2,5484,5390,3,0,0,1,0,0,0,0
12521,11862,48,55,5,1,5,1,2,8,5977,5773,0,1,0,0,0,0,0,0
10929,10726,36,42,4,2,3,1,1,2,5803,5698,0,0,1,2,0,0,0,0
9608,9532,41,32,3,3,3,3,1,0,5515,5525,0,0,0,0,0,2,0,0
8499,8530,53,53,3,5,2,2,3,2,5167,5207,1,0,1,1,4,0,0,0
7497,7444,68,60,2,6,2,6,3,0,4831,4791,0,2,0,0,1,0,0,0
6538,6563,51,51,4,4,4,4,4,2,4400,4357,0,0,1,0,0,3,0,0
5529,5529,57,59,1,3,1,3,0,0,3862,3851,0,0,1,0,5,3,0,0
4496,4615,58,62,3,4,3,4,2,2,3186,3276,0,0,0,0,3,2,0,0
3505,3746,42,48,4,4,2,4,3,1,2509,2704,0,0,0,0,1,0,0,0
2476,2779,33,34,2,4,2,4,2,1,1794,2031,0,0,0,0,0,0,0,0
1659,1910,23,27,2,2,2,1,2,0,1220,1394,0,0,0,0,1,0,0,0
880,1165,11,19,0,1,0,1,1,0,675,859,0,0,0,0,1,0,0,0
478,624,9,3,0,0,0,0,0,0,361,462,0,0,0,0,2,0,0,0
183,305,0,7,0,1,0,1,0,1,128,238,0,0,0,0,0,1,0,0
60,88,0,1,0,1,0,1,0,0,41,66,0,0,0,0,0,0,0,0
8,13,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
