male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
1659,1688,1,0,0,0,0,0,0,0,46,53,0,0,0,0,0,0,0,0
1718,1651,4,0,3,0,3,0,0,0,207,211,0,0,0,0,0,0,0,0
1474,1532,6,4,2,2,2,1,0,0,389,386,0,0,0,0,0,0,0,0
1327,1322,2,0,1,0,1,0,0,0,491,488,0,0,0,0,0,0,0,0
1214,1214,1,6,1,2,1,2,0,0,585,563,0,0,0,1,0,0,0,0
1054,1048,1,1,1,0,1,0,0,0,538,543,0,0,0,0,0,0,0,0
973,922,2,3,2,0,2,0,0,0,554,542,0,0,0,1,0,0,0,0
859,853,4,3,4,1,3,1,0,0,533,520,0,0,0,0,0,0,0,0
735,757,0,2,0,1,0,1,0,0,442,453,0,0,0,0,0,1,0,0
621,681,1,1,1,1,1,1,0,0,396,439,0,0,0,0,0,0,0,0
540,568,6,7,2,4,1,4,0,0,368,381,0,1,0,0,0,1,0,0
429,466,3,3,1,0,1,0,0,0,288,313,0,0,0,0,1,0,0,0
405,389,1,1,1,1,1,1,0,0,284,278,0,0,0,0,0,0,0,0
247,289,2,5,0,3,0,3,0,0,179,202,0,0,0,0,0,1,0,0
170,202,0,2,0,2,0,2,0,0,128,142,0,0,0,0,0,0,0,0
106,142,1,3,1,1,1,0,0,0,71,106,0,0,0,0,0,0,0,0
63,65,0,1,0,0,0,0,0,0,48,43,0,0,0,0,0,0,0,0
19,32,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0
6,14,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
