male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
19465,19341,10,10,5,1,5,1,0,0,677,656,0,1,0,0,0,0,0,0
19039,19157,24,29,16,19,15,18,0,2,2813,2826,0,4,0,0,0,0,0,0
17304,17111,16,22,11,13,9,11,0,1,4701,4617,1,1,0,1,0,0,0,0
15262,15242,22,23,13,11,12,9,0,2,5512,5451,0,2,2,1,0,0,0,0
13987,13172,13,16,10,8,8,6,0,1,6151,5797,0,1,0,0,0,0,0,0
12181,11990,9,13,4,5,4,3,0,0,6155,5990,0,2,0,2,0,0,0,0
10931,10609,29,38,6,6,6,4,1,0,5980,5855,0,0,1,0,0,1,0,0
9627,9470,29,35,11,17,10,16,0,0,5596,5606,0,0,0,0,1,3,0,0
8486,8305,39,31,13,8,10,8,1,0,5352,5174,1,0,0,0,1,2,0,0
7272,7447,30,32,14,11,11,10,3,0,4739,4914,0,0,0,0,1,1,0,0
6270,6387,29,28,15,17,14,16,4,1,4290,4355,0,0,1,0,1,0,0,0
5080,5429,34,44,14,10,10,9,1,0,3544,3777,0,0,1,0,1,4,0,0
3948,4296,29,27,15,16,11,15,1,0,2758,3102,0,1,0,0,1,1,0,0
2792,3322,15,14,8,7,7,5,1,0,2003,2383,0,0,0,0,0,0,0,0
1808,2313,14,20,5,7,4,6,0,1,1313,1679,0,0,0,0,1,1,0,0
1073,1340,21,10,3,1,1,1,0,0,771,989,0,0,0,0,0,0,0,0
494,714,6,4,1,0,1,0,0,0,365,549,0,0,0,0,0,0,0,0
229,314,1,9,0,0,0,0,0,1,175,240,0,0,0,0,0,0,0,0
78,106,4,0,0,0,0,0,0,0,54,79,0,0,0,0,0,0,0,0
18,15,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0
