,0.2,0.3,0.5
238.56168763365633,90444.9789488474,89009.46341740224,85229.09413592788
596.4042190841408,89323.7177657446,97404.13681881092,95373.9275689698
1192.8084381682816,81981.12793873872,86647.80768040582,67241.42410530939
