,0.2,0.3,0.5
238.56168763365633,31966.923232891593,33796.41125799697,33756.01518392044
596.4042190841408,32446.62550623093,27546.46757882212,34250.26315196154
1192.8084381682816,36299.26583055272,29516.214469168,31511.26963954962
