,0.2,0.3,0.5
238.56168763365633,52645.90763393692,49724.54767451856,45769.78656560707
596.4042190841408,53593.20383979381,56828.003557894524,47313.16324991622
1192.8084381682816,48001.526715932385,54485.63222714825,46541.99842964237
