,0.2,0.3,0.5
238.56168763365633,52063.61298091863,52316.38791118669,44095.691357460644
596.4042190841408,51846.53988062914,49921.24821935082,50706.26872925918
1192.8084381682816,54516.04094769737,50784.33406373825,39880.62645340667
