,0.01,0.02,0.03,0.05,0.08,0.1,0.15,0.2,0.3,0.5
0.011928084381682816,37340.809435831914,35819.9912200144,41008.894074399504,34703.6061902987,38092.54324417829,32909.997850003085,37851.87284219374,36208.45728628485,31704.32571265825,36834.14196507708
0.02385616876336563,41549.359293430636,36640.267872658485,34952.23186648667,34285.0571677808,33916.97681025101,36203.63149357009,35493.7644051483,35366.41945980768,36588.39996291967,35191.703185753504
0.05964042190841408,45657.95462463884,37165.31431764687,33742.43791008073,36649.9968591536,33772.243172702096,36127.06236949391,40038.25687309427,31868.110949513673,32011.45343964172,33521.36358862768
0.11928084381682816,38662.18741965649,39783.36071323592,34437.15105886813,35522.94504342996,36856.38632979827,34327.200875671195,37965.041979170666,31119.60287966265,31608.485616455117,36062.4018653772
0.23856168763365632,34301.58118602432,35015.797834135876,34735.33443562141,42312.59376070634,37239.664076327485,38820.43368315791,38784.0953590818,34458.15452921994,34047.35047140923,29197.32834639879
0.5964042190841408,35708.107500764345,35063.60310842874,40120.6565647172,35210.63457529166,34852.679611126914,32590.691333234874,39770.2032632921,33139.4701507131,31852.78937106737,37102.986939243405
1.1928084381682815,39106.88441944488,35812.1901024327,33511.45369518068,30222.1124106456,38045.97542749267,36709.19943771807,32669.63806728677,30056.239752041784,32286.728594987195,33158.59118082605
2.385616876336563,31231.922866656183,36547.467742878136,36201.36192579567,33634.71533919878,35071.4002057312,33923.78805746659,37219.684716147756,32213.422715077246,34153.67849356246,34707.692612839506
5.964042190841408,34534.807214164284,40251.869011053415,40065.74259960541,32628.798607538793,37128.64254884353,35193.12841204574,34861.23912811813,37935.13881464027,32824.078714566065,37022.55589389748
11.928084381682815,36477.42143710779,32725.578082067983,34349.92728524287,36394.13985393972,35326.615044592916,31370.028354845464,35690.85994314034,37716.680680752455,38889.01732056346,32736.981383665912
