male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
19277,19413,32,28,3,3,3,2,3,2,1389,1306,1,6,1,1,0,0,0,0
17490,17310,81,83,13,18,11,17,8,10,3681,3600,2,4,0,1,0,0,0,0
15408,15417,68,75,2,3,2,3,1,4,4831,4785,2,0,0,1,0,0,0,0
14156,13404,63,53,5,6,5,6,4,3,5599,5274,0,1,2,3,0,0,0,0
12368,12205,46,50,8,7,5,6,3,4,5875,5750,3,0,2,1,0,0,0,0
11154,10756,31,47,2,2,1,1,0,2,5851,5736,1,0,0,1,0,0,0,0
9881,9622,45,46,5,3,4,3,2,4,5586,5493,0,1,0,0,1,1,0,0
8773,8489,52,49,6,9,6,8,6,5,5390,5140,0,0,0,0,0,0,0,0
7623,7652,56,58,8,4,8,4,2,6,4848,4926,0,0,0,1,2,1,0,0
6659,6649,46,68,5,4,2,4,0,0,4472,4452,0,0,0,0,2,3,0,0
5581,5801,53,53,2,4,1,2,2,4,3851,4030,1,0,0,0,0,4,0,0
4474,4770,42,52,4,3,4,3,4,2,3157,3369,0,0,0,0,2,1,0,0
3449,3855,44,49,4,4,4,4,0,2,2467,2737,0,1,0,0,1,2,0,0
2453,2909,31,48,2,5,2,5,2,4,1778,2068,0,0,0,0,1,0,0,0
1643,1914,17,24,2,2,2,2,0,1,1188,1413,0,0,0,0,2,1,0,0
911,1225,11,13,0,0,0,0,0,0,683,940,0,0,0,0,1,0,0,0
449,648,9,9,1,0,1,0,0,0,357,491,0,0,0,0,1,0,0,0
199,261,3,3,0,1,0,1,0,1,144,203,0,0,0,0,0,0,0,0
64,78,0,3,0,3,0,3,0,0,50,63,0,0,0,0,0,0,0,0
14,22,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0
