male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
17589,17528,39,29,0,0,0,0,0,0,1327,1391,2,0,0,0,0,0,0,0
15563,15354,72,90,0,0,0,0,0,0,3372,3391,3,4,0,0,0,0,0,0
13977,13419,65,75,0,0,0,0,0,0,4550,4337,0,2,0,0,0,0,0,0
12513,12204,57,60,0,0,0,0,0,0,5146,4965,2,2,1,1,0,0,0,0
11037,11004,61,47,0,0,0,0,0,0,5344,5434,0,0,0,0,0,0,0,0
9784,9709,37,38,0,0,0,0,0,0,5236,5184,0,1,0,1,0,0,0,0
8702,8740,32,36,0,0,0,0,0,0,4994,4988,1,0,0,0,0,1,0,0
7892,7712,63,44,0,0,0,0,0,0,4792,4636,1,0,0,0,3,1,0,0
6886,6640,46,56,0,0,0,0,0,0,4462,4316,0,0,1,0,1,0,0,0
5893,5919,56,35,0,0,0,0,0,0,4069,4005,0,0,0,0,0,1,0,0
4883,5047,56,42,0,0,0,0,0,0,3379,3496,1,0,0,1,1,0,0,0
4076,4196,42,43,0,0,0,0,0,0,2924,2956,0,0,0,0,2,3,0,0
3030,3360,47,41,0,0,0,0,0,0,2199,2461,0,0,0,0,7,0,0,0
2262,2506,36,35,0,0,0,0,0,0,1629,1798,0,0,0,0,1,2,0,0
1412,1727,11,15,0,0,0,0,0,0,1046,1273,0,0,0,0,0,0,0,0
799,1045,14,13,0,0,0,0,0,0,596,778,0,0,0,0,0,0,0,0
394,548,4,10,0,0,0,0,0,0,291,392,0,0,0,0,0,0,0,0
155,252,1,3,0,0,0,0,0,0,120,194,0,0,0,0,0,0,0,0
49,75,2,0,0,0,0,0,0,0,37,55,0,0,0,0,0,0,0,0
6,12,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
