round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 3156.82362593, 589.126384632, 1694.12052564, 1456.28414424, 
1, 2410.87902623, 1139.73687308, 1249.73680971, 1269.03340903, 
2, 2305.47674421, 624.980957604, 1124.45940367, 1045.07077245, 
3, 2239.63117827, 742.281491797, 706.45347171, 886.45582573, 
4, 3081.97723137, 1157.65736408, 1682.40008809, 1527.15530399, 
5, 2693.65002297, 839.292101236, 798.765206457, 787.110118344, 
6, 2689.79627253, 992.459946369, 1325.64119898, 1284.15509615, 
7, 3109.76149988, 686.376016326, 1140.91585132, 1683.87854054, 
8, 2177.36536742, 646.17455588, 1082.18926438, 1157.36541092, 
9, 2274.98731209, 619.653831352, 1257.04650919, 1107.37913617, 
10, 2538.691553, 713.717559923, 714.894995374, 836.890631944, 
11, 2101.23116355, 977.512158382, 701.323380262, 882.977936404, 
12, 2597.03784155, 717.761360201, 1280.72330888, 1502.32202194, 
13, 3188.17046442, 1260.67030637, 1806.85485977, 1609.17302335, 
14, 2404.66822584, 859.239904785, 1302.88086502, 1281.07347688, 
15, 3141.61333092, 1006.88638276, 1662.37188543, 1579.10637841, 
16, 2212.46403655, 611.976040844, 646.40892886, 626.62148298, 
17, 3127.46835092, 748.226862545, 1587.31765492, 1144.78401849, 
18, 2222.60263272, 555.237139017, 1255.45369489, 898.501629771, 
19, 2512.34589257, 1043.00087299, 1328.11279484, 1055.55730297, 
20, 3466.93796315, 752.942869669, 1697.17477237, 1296.21401681, 
21, 3243.23518247, 1073.84664918, 1338.06891414, 1232.41923783, 
22, 2395.27637425, 542.820040846, 1107.29069923, 657.910702839, 
23, 2884.08028325, 622.772021522, 1013.39212488, 1226.81191074, 
24, 3241.04684476, 1056.00461774, 1849.92596246, 1526.60752192, 
25, 1995.11917332, 510.829367496, 1144.34581791, 992.294783537, 
26, 3148.4178087, 831.629810233, 1904.54212585, 2386.77485544, 
27, 2236.41040517, 833.670180897, 1141.18305088, 1582.85535169, 
28, 2263.70850372, 2300.39918084, 1136.28582744, 1390.00927542, 
29, 3095.67492292, 642.768570703, 1846.03053248, 2002.91777254, 
