male, female, male hasTB, female hasTB, male hasTBinTrt, female hasTBinTrt, male hasTBhadTrt, female hasTBhadTrt, (rows are ages 0 5 10 etc),,,,,,,,,,,,,,,,,,,
19318,19324,6,20,2,9,1,8,0,1,661,682,1,3,0,0,0,0,0,0
19522,19465,24,35,16,17,13,14,1,1,2776,2768,0,2,0,0,0,0,0,0
18078,17754,29,30,14,22,10,18,1,0,4741,4595,1,1,1,0,0,0,0,0
16177,15787,22,23,9,17,9,12,1,0,5882,5798,0,0,1,0,0,0,0,0
14253,14025,27,17,16,11,14,9,1,1,6427,6404,2,1,1,0,0,0,0,0
12795,12370,19,21,11,12,8,11,0,0,6542,6511,1,0,0,3,0,0,0,0
11477,11034,13,14,12,12,12,11,0,0,6538,6258,0,1,0,0,1,1,0,0
10009,9905,15,15,7,12,5,11,1,0,5963,5838,0,0,1,0,1,0,0,0
8773,8745,40,42,2,3,2,1,0,0,5593,5542,0,0,0,0,3,2,0,0
7623,7471,45,54,5,13,5,8,0,1,5154,4919,0,0,1,0,3,3,0,0
6415,6647,61,51,10,7,8,3,0,0,4374,4538,0,1,0,0,1,2,0,0
5328,5634,50,63,2,0,0,0,0,0,3738,3965,0,0,0,0,4,1,0,0
4004,4516,42,65,2,5,2,3,0,0,2880,3198,0,0,0,0,0,1,0,0
2928,3479,26,33,12,17,12,15,1,0,2178,2513,0,0,0,0,1,0,0,0
1974,2390,15,12,4,6,4,5,0,1,1430,1727,0,0,0,0,1,1,0,0
1136,1440,5,8,3,6,3,6,0,0,829,1076,0,0,0,0,1,0,0,0
542,754,7,3,3,0,3,0,0,1,392,570,0,0,0,0,0,1,0,0
244,362,6,3,3,1,3,1,0,1,179,251,0,0,0,0,0,0,0,0
78,120,0,1,0,0,0,0,0,0,58,80,0,0,0,0,0,0,0,0
17,18,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0
