round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 2057.12715966, 2041.61602736, 2243.66384081, 2645.76374945, 2014.93861559, 3887.41571496
1, 2040.51637304, 2056.6028466, 2255.47876326, 1689.93547609, 2060.77219056, 5554.55420529
2, 2052.00279779, 
