round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 1176.82095086, 1163.28473369, 1182.72871013, 1498.95939978, 1159.47021016, 2336.65639598
1, 1171.4366876, 1159.33386764, 1207.34750904, 1106.92663229, 1163.10736443, 1106.7006248
2, 1183.37302487, 
