round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 2062.19750667, 2052.18696723, 2097.76162538, 2007.88338584, 
1, 2060.39301365, 2035.90306579, 2045.92569874, 1949.44421305, 
2, 2075.64074526, 2053.0196168, 2036.2100065, 1923.12500546, 
3, 2051.24548148, 2032.01812756, 2032.07165, 1969.5692669, 
4, 2058.99167906, 2029.75099087, 2053.16361295, 1916.00370584, 
5, 2069.48472148, 2070.43973282, 2032.68879144, 1899.39153792, 
6, 2071.45813495, 2073.83571749, 2034.49724965, 1913.92499575, 
7, 2101.94948404, 2089.97957123, 2014.94340008, 1959.12006905, 
8, 2093.4432341, 2051.04944001, 2045.80766556, 1983.28563505, 
9, 2084.97815867, 2075.03768008, 2063.8085132, 1926.2506266, 
