numPpl born in each time period
3
8
10
9
12
5
7
13
7
6
8
5
10
9
11
6
6
8
6
5
6
6
5
5
5
5
7
5
7
8
5
6
5
4
4
4
7
7
7
6
6
4
8
7
8
8
4
9
8
4
7
7
5
6
6
6
4
9
7
5
10
6
5
9
5
6
3
5
9
7
5
8
5
8
7
8
7
10
6
7
5
8
8
8
4
5
8
7
7
11
3
4
6
6
8
6
10
6
8
5
7
9
4
5
4
7
7
3
5
6
8
5
7
5
6
7
9
7
7
5
5
11
8
3
7
6
9
7
6
8
9
7
9
10
5
6
7
5
11
5
9
6
7
6
7
8
4
8
6
6
7
6
8
6
5
8
7
7
7
10
5
7
6
8
8
7
9
7
4
10
8
5
7
8
5
6
6
6
10
7
6
11
6
5
6
9
7
5
7
5
7
8
8
5
8
7
6
5
7
6
6
7
8
7
9
7
7
5
7
10
6
8
8
9
7
7
7
7
9
13
4
8
7
7
10
10
9
7
7
7
8
8
6
5
8
5
5
5
9
5
9
8
9
8
7
12
6
8
6
6
10
6
9
4
8
5
9
5
4
8
5
14
6
9
7
6
8
8
8
8
7
8
8
6
4
6
6
8
10
5
9
5
7
7
7
10
8
7
8
7
8
8
10
9
7
11
11
9
7
8
10
9
10
8
7
8
11
6
7
7
6
6
11
7
12
11
9
8
6
8
8
8
7
7
6
8
5
8
9
8
13
9
6
6
10
10
6
6
7
10
6
8
9
8
8
6
8
10
10
7
10
11
10
8
13
13
9
11
8
7
10
6
9
6
9
8
9
10
9
10
8
7
8
9
8
9
7
9
9
7
7
7
7
9
8
8
7
8
9
11
8
9
7
9
8
7
9
13
8
7
9
13
12
11
7
7
8
9
9
9
12
10
10
11
8
10
11
14
9
13
7
8
10
13
10
10
9
9
8
8
7
6
10
8
9
13
9
10
11
7
10
13
9
6
9
8
10
8
10
9
11
12
17
9
9
9
8
13
10
13
13
11
9
7
12
9
14
12
8
9
8
11
13
14
10
9
8
9
9
9
13
9
7
12
9
8
6
8
10
13
8
14
12
10
9
7
7
12
12
11
13
12
8
9
14
9
11
14
12
11
13
9
11
12
10
10
9
10
18
13
16
10
11
8
18
12
11
15
8
9
10
11
9
9
14
8
17
12
15
9
12
14
11
9
10
13
12
9
14
13
16
13
13
8
11
12
9
13
12
10
12
13
10
14
10
12
9
14
10
10
11
8
9
11
10
13
11
10
11
11
12
9
14
10
15
10
12
12
10
12
17
11
13
17
11
12
13
13
15
13
14
11
16
13
8
13
11
12
12
12
18
10
15
15
15
11
11
14
15
16
15
16
13
13
12
10
11
10
12
11
10
12
13
17
11
11
10
15
15
14
14
14
12
11
9
12
13
11
14
11
14
12
15
12
15
14
12
13
15
10
17
12
16
12
14
15
16
14
15
13
17
14
16
19
16
16
16
13
13
13
17
14
15
17
15
13
11
11
16
18
15
12
16
14
17
12
15
12
15
16
11
10
10
15
16
18
14
11
12
15
16
14
11
16
13
17
11
16
16
18
14
14
12
16
13
17
16
17
16
12
13
12
14
15
18
20
15
12
15
13
13
16
19
15
18
14
17
14
18
15
15
14
14
16
18
15
18
18
16
15
17
17
15
14
13
17
15
15
11
15
15
15
14
17
18
17
15
18
21
18
17
19
16
17
22
20
22
18
16
19
18
17
19
16
19
18
21
24
16
16
17
15
17
17
22
19
16
22
14
17
18
21
14
21
21
16
16
17
19
18
19
21
21
17
16
15
17
20
17
20
20
25
17
18
15
20
16
19
18
20
14
18
19
20
15
20
21
20
19
21
23
17
18
20
21
17
24
25
21
20
18
21
17
20
19
22
22
19
22
27
20
24
21
19
19
24
17
18
17
17
18
19
19
20
23
21
23
25
23
21
18
21
17
19
22
17
22
20
20
23
21
21
20
20
20
24
18
20
14
21
19
29
21
18
20
20
22
22
20
25
24
18
24
24
23
23
24
20
19
19
23
22
24
20
28
21
22
25
22
21
21
20
22
23
22
23
22
21
24
20
28
19
23
24
17
27
20
24
20
24
21
25
22
25
20
25
23
22
22
21
23
23
20
26
25
23
21
26
26
21
25
23
26
25
29
24
23
24
23
28
24
21
23
28
20
22
23
26
22
21
29
24
26
21
27
24
27
28
26
24
27
29
30
27
27
23
27
31
25
22
25
22
23
28
25
23
22
21
27
25
26
30
30
29
18
37
30
25
25
22
25
26
29
34
27
29
22
19
28
23
27
33
25
30
21
28
27
24
23
20
24
28
27
29
33
25
28
29
25
29
26
24
28
23
24
31
28
27
31
25
29
30
27
26
28
28
23
33
27
22
29
34
22
33
27
31
29
26
34
31
29
29
30
24
31
28
27
30
31
29
30
23
29
33
34
27
28
31
27
25
31
34
31
30
35
28
27
35
29
25
25
29
30
31
26
33
32
28
28
32
30
33
32
30
31
26
27
37
33
30
39
32
32
35
29
37
29
33
35
33
31
30
30
28
33
34
36
28
25
33
36
35
28
35
28
34
33
34
26
37
31
33
32
30
33
34
32
28
33
28
38
35
35
38
33
29
32
30
32
28
35
37
36
37
31
36
37
36
37
29
31
35
36
36
34
33
30
44
41
36
42
33
29
41
37
41
39
40
44
36
31
33
33
37
26
31
33
38
35
33
39
34
36
39
30
37
36
42
37
35
37
35
32
36
32
35
42
35
33
35
34
34
38
43
38
32
34
40
46
39
39
31
40
41
44
42
41
38
35
35
41
29
38
40
42
44
43
43
33
39
42
41
42
41
36
36
46
33
35
41
36
34
41
48
43
39
39
45
49
39
39
41
41
44
39
51
38
39
48
45
41
43
44
41
37
50
47
38
37
44
37
43
34
42
41
44
45
46
32
43
40
48
41
48
44
41
41
47
47
42
37
48
41
46
43
46
41
46
46
50
49
45
44
51
42
47
49
43
42
41
45
39
39
43
43
49
42
44
44
42
40
44
43
45
46
45
48
40
44
40
38
43
39
44
46
47
37
46
49
54
51
49
52
45
52
48
44
49
54
41
42
49
53
44
40
47
38
47
47
51
53
49
52
46
52
50
45
49
47
55
45
46
49
44
47
52
53
52
54
50
51
51
50
53
44
53
48
49
51
46
52
52
59
58
61
53
50
49
50
52
52
56
43
46
50
46
58
46
49
51
58
56
48
58
49
55
57
45
55
52
52
52
51
52
45
48
51
57
56
53
52
52
58
56
56
50
53
52
53
62
66
50
58
54
54
52
51
50
56
62
49
57
53
51
53
57
53
53
56
50
56
58
58
65
62
58
62
62
54
60
62
62
64
66
61
68
63
62
54
63
63
63
73
63
69
61
63
63
58
61
62
56
69
55
52
53
68
65
58
70
73
57
58
62
69
61
65
57
67
63
57
57
57
60
59
57
58
59
68
58
57
54
58
60
64
60
70
59
71
60
64
61
65
54
68
65
61
56
63
66
57
65
65
64
52
57
62
61
62
63
67
54
58
59
57
53
52
60
52
62
54
59
61
56
66
53
64
60
67
62
51
58
57
55
57
57
62
54
56
63
57
68
60
54
64
58
61
62
54
63
61
58
57
57
59
68
57
53
71
56
56
56
66
66
56
59
68
58
63
62
56
55
57
62
72
61
57
56
53
60
58
51
59
58
57
58
54
59
54
65
63
57
56
63
54
55
54
51
53
56
62
64
59
65
55
63
52
58
54
60
58
59
66
58
58
61
57
63
55
56
51
56
48
55
63
67
60
50
58
57
61
58
61
58
61
52
61
59
59
54
57
54
55
59
61
62
61
64
53
48
69
57
50
51
56
58
74
58
56
73
52
59
67
65
58
65
59
49
55
70
58
54
54
57
67
65
53
66
62
58
59
55
56
57
47
53
54
64
62
60
67
59
61
63
52
60
60
50
56
62
60
65
57
67
66
49
56
62
63
48
66
59
58
65
53
52
59
55
56
52
60
53
63
59
62
63
54
61
54
58
61
61
50
66
57
69
61
61
56
53
50
62
56
61
53
57
57
58
62
53
52
66
58
61
64
59
65
59
59
61
56
64
54
59
50
68
54
47
66
71
56
55
60
57
55
64
66
63
68
67
68
54
47
64
64
63
53
51
56
55
63
58
49
56
60
52
52
61
56
58
52
57
55
53
57
64
63
63
55
63
48
57
54
54
53
61
54
67
59
67
60
57
62
62
71
66
53
59
60
50
57
60
66
53
62
64
54
50
69
64
54
52
57
60
66
61
45
61
53
60
65
61
58
51
63
62
56
51
56
58
67
68
62
63
67
69
55
60
62
62
57
64
46
64
58
59
63
65
58
58
53
58
64
53
73
66
60
64
56
53
62
51
55
58
50
58
50
54
56
53
51
63
57
